CID,amount
N00002938,1000
N00002942,1500
N00002949,1503
N00002960,109228
N00002963,95804
N00002971,1000
N00002973,539913
N00002982,393827
N00003008,317556
N00003021,1000
N00003025,2500
N00003028,761013
N00003041,1500
N00003042,554548
N00003062,320292
N00003071,387868
N00003079,527
N00003083,284721
N00003091,206288
N00003097,1000
N00003108,1500
N00003126,664805
N00003136,33644
N00003147,1125172
N00003159,14268
N00003160,2500
N00003164,15327
N00003166,33402
N00003174,2500
N00003183,1000
N00003189,109
N00003195,49935
N00003202,148089
N00003209,285987
N00003218,244728
N00003235,5000
N00003242,11000
N00003254,543586
N00003258,417670
N00003280,327236
N00003288,288249
N00003315,2000
N00003327,750
N00003328,48881
N00003329,1091025
N00003339,693573
N00003341,520215
N00003350,178845
N00003354,320
N00003362,14500
N00003367,222975
N00003383,1000
N00003389,123574
N00003391,5000
N00003392,1806263
N00003427,8
N00003428,788685
N00003429,200
N00003430,1475516
N00003437,91639
N00003444,580419
N00003445,500
N00003454,464
N00003464,5000
N00003467,807539
N00003473,358694
N00003476,251370
N00003502,443
N00003504,459096
N00003508,500
N00003522,274902
N00003524,600
N00003532,588213
N00003535,601030
N00003541,2500
N00003545,362811
N00003561,168505
N00003572,237445
N00003583,94694
N00003588,500
N00003590,25435
N00003595,8200
N00003601,943
N00003602,750
N00003605,1500
N00003607,300
N00003611,1897
N00003633,443
N00003645,6393
N00003647,137306
N00003651,14383
N00003660,306284
N00003674,3943
N00003675,585634
N00003682,25399
N00003689,555595
N00003697,86
N00003709,1333786
N00003716,126630
N00003725,248972
N00003729,443
N00003730,496674
N00003734,11220
N00003735,500
N00003736,727144
N00003758,281326
N00003762,173062
N00003765,543667
N00003777,500
N00003790,4432
N00003813,311451
N00003817,2500
N00003828,522537
N00003844,85648
N00003862,842
N00003868,16133
N00003875,576254
N00003878,66258
N00003886,500
N00003887,2379
N00003889,432
N00003897,379684
N00003904,1000
N00003910,113707
N00003924,381129
N00003937,324
N00003938,5000
N00003939,1017803
N00003950,617749
N00003958,5109
N00003962,144751
N00003981,495
N00004001,495
N00004005,257276
N00004010,1000
N00004029,381484
N00004036,495
N00004045,335843
N00004049,2500
N00004070,344951
N00004087,200538
N00004094,5539550
N00004113,6405
N00004118,1850492
N00004133,366395
N00004141,400
N00004145,1106918
N00004155,32018
N00004156,44281
N00004166,106750
N00004167,3000
N00004196,788580
N00004207,318291
N00004208,491474
N00004210,250
N00004212,564
N00004218,3000
N00004221,382277
N00004227,262052
N00004229,240790
N00004252,52452
N00004255,497285
N00004264,4000
N00004276,4025
N00004278,48997
N00004280,4661
N00004291,264175
N00004297,1000
N00004309,37279
N00004328,7250
N00004330,464924
N00004354,1094
N00004356,2000
N00004357,516797
N00004361,5500
N00004367,453630
N00004375,6250
N00004376,216524
N00004391,389843
N00004393,500
N00004394,673876
N00004403,300062
N00004426,341904
N00004432,473483
N00004436,675181
N00004440,607152
N00004452,161189
N00004460,12050
N00004468,2809258
N00004469,2000
N00004484,321882
N00004489,253845
N00004503,500
N00004509,18500
N00004516,50
N00004523,9520
N00004527,312162
N00004529,141817
N00004541,4500
N00004547,658744
N00004558,268654
N00004565,5000
N00004572,296421
N00004583,106750
N00004613,1472369
N00004614,5025
N00004615,44235
N00004623,7500
N00004638,2410705
N00004643,300618
N00004644,130834
N00004645,1098763
N00004648,1000
N00004690,337697
N00004693,5000
N00004698,816264
N00004699,1000
N00004700,75818
N00004702,435262
N00004724,180912
N00004745,725107
N00004762,257957
N00004768,328
N00004781,1413667
N00004782,2500
N00004791,6559
N00004816,251369
N00004831,4000
N00004845,1698
N00004856,286635
N00004874,208365
N00004878,1000
N00004881,1500
N00004884,165288
N00004887,372232
N00004905,226887
N00004912,778436
N00004919,6500
N00004933,333754
N00004939,143067
N00004941,1700
N00004954,328
N00004956,254812
N00004958,1000
N00004961,490750
N00004964,525099
N00004981,379350
N00004991,372532
N00004992,1328
N00004997,500
N00005004,21579
N00005020,6500
N00005022,6000
N00005024,1431
N00005026,66000
N00005033,3500
N00005037,992520
N00005057,42062
N00005086,225933
N00005090,432015
N00005091,3989
N00005105,385597
N00005110,200
N00005119,296973
N00005161,925
N00005164,1500
N00005165,3064996
N00005178,24411
N00005182,1353975
N00005193,250
N00005195,999438
N00005218,228597
N00005233,1007353
N00005244,27204
N00005282,239221
N00005285,68749
N00005301,279288
N00005303,963047
N00005312,5000
N00005318,1000
N00005321,377495
N00005329,1420884
N00005331,252080
N00005332,909052
N00005336,21763
N00005347,17699
N00005353,284388
N00005358,3750
N00005372,846078
N00005378,1000
N00005385,45000
N00005395,340800
N00005399,11250
N00005403,7500
N00005407,602972
N00005414,343640
N00005422,193739
N00005425,500
N00005442,470067
N00005445,9506
N00005455,437395
N00005457,300
N00005459,1000
N00005460,6500
N00005499,132591
N00005504,5552
N00005528,608390
N00005551,246103
N00005559,324278
N00005562,500
N00005580,309843
N00005582,155431
N00005591,1490
N00005597,315391
N00005601,600
N00005617,77389
N00005638,642369
N00005645,484521
N00005646,11589
N00005648,829
N00005656,587105
N00005675,807376
N00005677,1144357
N00005681,1001215
N00005693,1000
N00005706,7857
N00005709,496255
N00005724,747927
N00005725,1000
N00005731,356651
N00005732,2500
N00005751,17300
N00005758,1000
N00005785,1000
N00005794,587014
N00005805,816616
N00005816,10626
N00005818,238464
N00005821,5500
N00005822,3579
N00005870,488032
N00005874,1000
N00005883,230193
N00005887,502274
N00005888,1500
N00005892,911202
N00005906,183178
N00005916,4000
N00005918,764
N00005928,515900
N00005946,3771
N00005955,500
N00005960,371294
N00005961,4434
N00005967,250
N00005974,2312
N00005977,350
N00005985,545710
N00005992,10500
N00005998,162929
N00006008,124961
N00006019,2500
N00006023,292206
N00006031,16384
N00006052,221681
N00006054,4000
N00006055,463375
N00006057,500
N00006060,739411
N00006067,131951
N00006076,2500
N00006096,2500
N00006103,635245
N00006120,1500
N00006134,318671
N00006137,126
N00006143,500
N00006144,1000
N00006151,250
N00006167,1000
N00006180,500
N00006182,118630
N00006202,16579
N00006204,1300
N00006213,381982
N00006242,377984
N00006246,600035
N00006249,143278
N00006263,390937
N00006267,45161
N00006283,2500
N00006300,250
N00006304,5000
N00006307,1000
N00006312,155408
N00006326,13000
N00006347,66279
N00006348,202965
N00006349,223757
N00006354,1000
N00006357,2000
N00006379,48915
N00006380,500
N00006397,423224
N00006399,63121
N00006401,12000
N00006406,1010714
N00006414,4069
N00006424,2499685
N00006425,355660
N00006446,4569
N00006455,623621
N00006456,123140
N00006473,230967
N00006475,500
N00006476,1569
N00006479,250
N00006486,596527
N00006502,2000
N00006505,1000
N00006515,55502
N00006518,1228808
N00006525,600
N00006528,16257
N00006542,1500
N00006544,2500
N00006546,1101428
N00006561,287329
N00006571,95848
N00006582,60
N00006586,449116
N00006588,4000
N00006598,1562
N00006619,2431853
N00006630,500
N00006652,268685
N00006667,5000
N00006671,202301
N00006682,114564
N00006690,160474
N00006692,13414
N00006696,2500
N00006713,8000
N00006721,1000
N00006750,758606
N00006758,278
N00006789,323097
N00006791,500
N00006800,94
N00006806,1000
N00006808,750
N00006811,183550
N00006821,11428
N00006825,2500
N00006832,1537995
N00006840,16
N00006882,225442
N00006885,100
N00006897,444276
N00006915,2500
N00006932,411258
N00006949,122875
N00006954,304965
N00006970,1000
N00006980,1278
N00006981,1177254
N00006983,286731
N00007009,149671
N00007017,209936
N00007022,1047
N00007033,321153
N00007050,483497
N00007068,183664
N00007076,7000
N00007087,416079
N00007089,984230
N00007099,234475
N00007113,300
N00007124,287066
N00007148,2000
N00007151,107494
N00007175,1250
N00007214,1500
N00007231,330957
N00007232,617336
N00007233,1500
N00007251,1260784
N00007256,956863
N00007273,1500
N00007279,405438
N00007312,342582
N00007325,1328
N00007335,402570
N00007356,1000
N00007360,291061
N00007364,2430457
N00007377,1719086
N00007382,123345
N00007388,2200
N00007390,225226
N00007397,304393
N00007410,278
N00007419,376952
N00007422,846886
N00007425,500
N00007446,278
N00007458,265573
N00007479,272487
N00007485,278
N00007502,416189
N00007507,199674
N00007516,265859
N00007537,1028
N00007539,2000
N00007556,202382
N00007561,1500
N00007571,557932
N00007581,358639
N00007584,340580
N00007590,46829
N00007632,42011
N00007635,4250
N00007653,325628
N00007665,495980
N00007681,9400
N00007690,325944
N00007700,457155
N00007724,13262
N00007727,236481
N00007752,200
N00007779,29897
N00007781,212004
N00007815,192380
N00007823,754916
N00007826,54351
N00007833,598297
N00007834,1407
N00007836,515662
N00007858,500
N00007876,51333
N00007879,3617519
N00007895,13677
N00007918,376995
N00007921,500
N00007925,5058
N00007936,567784
N00007948,10921
N00007949,192
N00007967,5370
N00007980,200
N00007997,202483
N00007999,650076
N00008006,80565
N00008020,1000
N00008022,11500
N00008028,424874
N00008032,574663
N00008038,400873
N00008046,225680
N00008047,66657
N00008048,1375931
N00008050,1148457
N00008051,466300
N00008054,22
N00008058,14977
N00008059,505330
N00008067,2000
N00008071,114568
N00008072,25201070
N00008075,52048
N00008086,378891
N00008091,363139
N00008092,183047
N00008094,295989
N00008113,786925
N00008122,203389
N00008144,306429
N00008166,1012561
N00008188,248602
N00008190,288331
N00008264,315140
N00008274,494799
N00008333,17619
N00008619,443064
N00008643,1002
N00008799,323870
N00008954,29154321
N00008957,509580
N00009082,78908
N00009086,13044
N00009091,49320
N00009154,296975
N00009157,271803
N00009160,282806
N00009375,500
N00009479,200
N00009483,5000
N00009570,25084
N00009571,931893
N00009572,10150
N00009573,137447
N00009575,1769
N00009576,2250
N00009577,3879
N00009579,576
N00009581,1543
N00009583,1000
N00009584,152658
N00009585,1014921
N00009586,358011
N00009587,2392
N00009588,652152
N00009590,7100
N00009591,40652
N00009597,98
N00009598,66671
N00009600,925
N00009601,1000
N00009602,34286
N00009603,2882
N00009604,775725
N00009606,275257
N00009607,326
N00009608,379999
N00009611,469182
N00009612,200
N00009613,1750
N00009614,888178
N00009615,288580
N00009617,1031899
N00009618,675198
N00009620,116533
N00009621,1542
N00009622,500
N00009623,30763
N00009624,727923
N00009626,7000
N00009628,500
N00009633,123711
N00009634,16350
N00009635,370839
N00009637,344748
N00009638,7300
N00009639,7000
N00009640,978
N00009641,2500
N00009642,368654
N00009644,67394
N00009647,31727
N00009649,802311
N00009650,74544
N00009651,35700
N00009652,1250
N00009653,12012
N00009654,474001
N00009655,341239
N00009656,797171
N00009657,70651
N00009659,431135
N00009661,23731
N00009664,9000
N00009666,500
N00009667,74976
N00009668,1183218
N00009670,412713
N00009671,33550
N00009672,3000
N00009673,16677
N00009674,3850
N00009675,507406
N00009676,28277
N00009677,423015
N00009678,527
N00009679,3325
N00009680,1146944
N00009681,6532
N00009682,2000
N00009684,378948
N00009687,1200
N00009694,252
N00009696,13586
N00009697,27989
N00009698,749479
N00009699,1051942
N00009702,1000
N00009703,12300
N00009704,669815
N00009705,412717
N00009706,5500
N00009709,85323
N00009712,16500
N00009713,500
N00009714,67048
N00009715,1013222
N00009716,6300
N00009717,9199
N00009719,17997
N00009720,14000
N00009721,10800
N00009724,309804
N00009725,134278
N00009727,104267
N00009729,1199
N00009731,28612
N00009733,23250
N00009734,374139
N00009735,39014
N00009736,5309
N00009737,11049
N00009738,359638
N00009740,1000
N00009741,6000
N00009742,6772
N00009743,9750
N00009744,1664
N00009745,4234
N00009747,38914
N00009749,250
N00009750,20262
N00009751,27538
N00009752,57716
N00009753,702775
N00009754,116130
N00009755,1000
N00009757,583622
N00009758,1150
N00009759,1171884
N00009760,758287
N00009762,300
N00009763,129023
N00009765,13143
N00009766,13243
N00009767,339912
N00009768,1000
N00009769,39952
N00009770,1500
N00009771,661396
N00009774,480027
N00009775,230628
N00009778,73752
N00009779,275559
N00009791,103223
N00009795,10000
N00009799,394331
N00009802,351
N00009816,167988
N00009817,736425
N00009818,973738
N00009820,31668
N00009821,499870
N00009824,504590
N00009825,3000
N00009828,218827
N00009829,152276
N00009841,2700
N00009869,1617842
N00009887,17
N00009888,74383
N00009898,37776
N00009901,4600
N00009903,42850
N00009904,200563
N00009905,213983
N00009908,385549
N00009918,2471
N00009920,286470
N00009922,211278
N00009923,38884
N00009926,1306355
N00009930,12850
N00009932,260433
N00009933,46725
N00009934,300
N00009936,20000
N00009937,4125
N00009938,830971
N00009941,52458
N00009945,388956
N00009946,102000
N00009948,29500
N00009949,88103
N00009950,1500
N00009952,500
N00009953,68462
N00009954,1370894
N00009955,1
N00009957,3477432
N00009958,113821
N00009960,170250
N00009975,390459
N00010084,449353
N00010202,1416
N00010793,500
N00011114,2914
N00011340,759449
N00011614,618
N00012457,221987
N00012460,368309
N00012461,356762
N00012469,30317
N00012470,6000
N00012471,2300
N00012473,13800
N00012475,9250
N00012480,600
N00012483,136925
N00012484,50
N00012485,51100
N00012486,164420
N00012488,3993
N00012489,98880
N00012490,368220
N00012491,1825
N00012492,500
N00012493,12094
N00012494,1375
N00012495,7143
N00012508,697588
N00012512,1000
N00012513,1020
N00012516,250
N00012517,16035
N00012518,10000
N00012519,100
N00012521,609614
N00012522,21521
N00012524,1500
N00012526,1925
N00012529,2000
N00012532,209348
N00012533,9190
N00012534,17394
N00012535,38364
N00012537,9000
N00012539,726493
N00012540,32115
N00012542,15864
N00012543,56273
N00012545,80735
N00012546,4749
N00012547,164385
N00012548,2750
N00012549,3500
N00012552,137737
N00012553,13515
N00012554,50
N00012555,33895
N00012556,366998
N00012557,6250
N00012558,500
N00012559,8500
N00012560,614698
N00012562,5924
N00012565,1566
N00012566,8750
N00012567,46492
N00012572,14035
N00012574,2917
N00012577,129164
N00012578,414
N00012579,1614
N00012580,5000
N00012583,144642
N00012584,474
N00012586,153807
N00012603,977
N00012604,45999
N00012605,11000
N00012606,375186
N00012607,200
N00012608,6505
N00012609,378
N00012610,182408
N00012611,789895
N00012613,33008
N00012614,16500
N00012615,44768
N00012618,103842
N00012620,741
N00012622,6000
N00012623,5000
N00012626,1500
N00012629,14857
N00012630,226732
N00012636,51332
N00012637,9000
N00012639,1332
N00012642,61850
N00012646,500
N00012649,64805
N00012651,3000
N00012652,414
N00012656,678668
N00012657,500
N00012658,70500
N00012670,122100
N00012672,1025
N00012675,593
N00012676,102518
N00012678,632716
N00012680,95969
N00012681,151
N00012689,278
N00012690,832
N00012694,100
N00012696,278
N00012698,278
N00012701,8076
N00012714,478
N00012715,500
N00012718,278
N00012721,386740
N00012723,1726
N00012733,18387
N00012736,389
N00012737,1943
N00012739,234766
N00012740,6500
N00012741,1000
N00012742,381
N00012743,9759
N00012745,18078
N00012746,2036
N00012747,315318
N00012748,5000
N00012752,3000
N00012756,6799
N00012762,287937
N00012763,22
N00012765,1615
N00012767,750
N00012768,347516
N00012769,2500
N00012770,54600
N00012771,3000
N00012772,279180
N00012773,69925
N00012774,712742
N00012775,184497
N00012776,245
N00012780,135136
N00012781,252
N00012782,15100
N00012783,28548
N00012785,11000
N00012787,1517
N00012789,300
N00012792,9000
N00012794,915
N00012796,278
N00012807,10790
N00012810,3870
N00012811,16350
N00012812,68708
N00012814,2000
N00012819,6586
N00012820,250
N00012821,6883
N00012822,804963
N00012823,45125
N00012827,377
N00012828,278
N00012832,377
N00012835,377
N00012840,2377
N00012845,9545
N00012861,5000
N00012872,7826
N00012873,11300
N00012874,3002
N00012876,19002
N00012879,33085
N00012886,328
N00012889,328
N00012890,465567
N00012894,8500
N00012896,82669
N00012903,9576
N00012906,4999
N00012907,291
N00012909,24370
N00012915,500
N00012916,53662
N00012922,250
N00012930,351
N00012931,1018
N00012932,464
N00012934,5964
N00012937,6725
N00012941,19450
N00012942,617316
N00012944,320
N00012948,320
N00012950,3500
N00012958,125018
N00012964,449
N00012965,30201
N00012967,449
N00012968,456114
N00012970,8819
N00012972,4664
N00012977,4500
N00012979,443
N00012985,2000
N00012996,886
N00012999,1000
N00013004,566
N00013006,566
N00013009,8467
N00013010,566
N00013016,1414
N00013044,8075
N00013046,414
N00013069,414
N00013074,9250
N00013076,250
N00013077,7000
N00013078,255177
N00013079,330137
N00013082,320
N00013085,3000
N00013086,595490
N00013089,3156
N00013092,536
N00013097,3349
N00013099,23250
N00013101,118150
N00013102,2300
N00013103,16227
N00013107,20296
N00013109,252
N00013113,5319
N00013114,15450
N00013117,12002
N00013120,5216
N00013121,358
N00013122,729
N00013124,1640
N00013128,26340
N00013131,430543
N00013132,23912
N00013134,5000
N00013135,47686
N00013142,942
N00013145,100
N00013147,6527
N00013148,1000
N00013151,22546
N00013153,2500
N00013154,1381
N00013155,37859
N00013156,4675
N00013159,425
N00013172,78935
N00013177,34428
N00013181,164889
N00013192,500
N00013193,38703
N00013199,435
N00013201,15435
N00013204,435
N00013205,9630
N00013208,947562
N00013212,48092
N00013213,2500
N00013216,14619
N00013217,7995
N00013219,9995
N00013221,153093
N00013225,1000
N00013229,11995
N00013231,1000
N00013236,466
N00013237,5756
N00013238,20559
N00013239,34036
N00013241,1256
N00013242,1356
N00013243,256
N00013247,95500
N00013250,34134
N00013253,2500
N00013255,4750
N00013258,500
N00013261,3500
N00013262,5381
N00013265,2881
N00013268,2381
N00013271,1942
N00013273,2095
N00013274,6995
N00013275,1000
N00013276,1519
N00013277,19042
N00013278,5000
N00013279,431
N00013280,14754
N00013281,6590
N00013282,388
N00013284,455518
N00013285,3514
N00013286,5474
N00013291,267898
N00013294,1438
N00013296,1000
N00013297,120
N00013300,601
N00013301,1525
N00013302,2004
N00013304,500
N00013305,1995
N00013306,495
N00013307,2995
N00013308,1091
N00013311,495
N00013313,22
N00013314,22
N00013319,46
N00013320,4031
N00013323,713858
N00013324,422659
N00013329,22
N00013330,431
N00013333,22
N00013334,25362
N00013336,75
N00013338,1000
N00013341,517
N00013344,74622
N00013345,534690
N00013346,528181
N00013347,5319
N00013348,252
N00013349,7119
N00013351,465
N00013372,6167
N00013373,14242
N00013375,1224
N00013391,5000
N00013405,1000
N00013406,4927
N00013409,250
N00013413,252
N00013416,492
N00013432,3500
N00013436,1536170
N00013437,6000
N00013438,46
N00013440,50
N00013454,24819
N00013456,2078
N00013465,13438
N00013496,2212
N00013508,29000
N00013511,250
N00013516,3252
N00013520,252
N00013523,7752
N00013528,252
N00013529,1252
N00013533,252
N00013535,1252
N00013537,252
N00013538,402
N00013540,140
N00013562,7717
N00013576,3500
N00013599,500
N00013715,272
N00013723,272
N00013727,278
N00013729,2935
N00013740,1500
N00027502,35166
