CID,amount
N00002200,4000
N00002214,379612
N00002221,434139
N00002247,352050
N00002260,516635
N00002269,665058
N00002283,660575
N00002299,407059
N00002315,2195153
N00002327,572549
N00002328,482883
N00002356,386322
N00002383,27072
N00002408,2200362
N00002428,338525
N00002460,123401
N00002472,549109
N00002492,869611
N00002511,16706
N00002522,400
N00002526,9071
N00002556,249165
N00002577,899690
N00002593,308700
N00002599,230663
N00002610,617713
N00002630,1500
N00002656,411003
N00002674,648067
N00002685,15334807
N00002713,349038
N00002725,3000
N00002743,987393
N00002782,381992
N00002793,608084
N00002807,105673
N00002836,3000
N00002839,203720
N00002856,16761
N00002858,520213
N00002872,1053005
N00002877,5871
N00002884,506160
N00002898,6000
N00002905,553921
N00002926,1000
N00002982,42000
N00003028,306037
N00003036,4000
N00003042,290557
N00003045,753851
N00003062,1345294
N00003066,19560
N00003083,131898
N00003105,572502
N00003126,1245117
N00003132,299945
N00003136,125169
N00003159,354748
N00003166,5000
N00003209,412445
N00003225,508975
N00003254,1265659
N00003264,762206
N00003280,9987927
N00003288,1296850
N00003328,1284700
N00003339,1000
N00003341,217250
N00003350,389119
N00003388,1668
N00003389,8962986
N00003392,479566
N00003437,212990
N00003444,22747
N00003467,611471
N00003473,382698
N00003476,524045
N00003504,565054
N00003522,336135
N00003528,572911
N00003532,3500
N00003535,487727
N00003545,869561
N00003561,680570
N00003572,238981
N00003583,615793
N00003651,43500
N00003660,159371
N00003675,2318283
N00003677,500
N00003689,1976274
N00003709,255
N00003725,296210
N00003730,4000
N00003758,24858
N00003762,95300
N00003765,508044
N00003813,674763
N00003844,783664
N00003875,1740904
N00003897,3572
N00003924,565074
N00003950,583358
N00004005,615185
N00004029,726468
N00004045,2768672
N00004070,353662
N00004087,300
N00004118,324354
N00004128,12100
N00004133,853143
N00004155,329646
N00004166,188964
N00004196,882640
N00004207,1858896
N00004208,1171177
N00004227,856516
N00004280,11199
N00004291,237327
N00004309,2000
N00004357,890578
N00004367,426640
N00004394,1084011
N00004403,908790
N00004426,560466
N00004436,602662
N00004468,620
N00004484,235568
N00004497,10600
N00004517,4602
N00004527,6870
N00004558,899965
N00004572,294500
N00004613,303121
N00004615,623750
N00004638,41650
N00004643,3385723
N00004645,400697
N00004671,3388
N00004719,1091458
N00004724,370450
N00004745,357590
N00004762,761088
N00004781,205955
N00004816,1500
N00004851,5000
N00004874,118908
N00004884,336486
N00004887,286908
N00004905,445865
N00004912,4000
N00004933,124196
N00004956,696596
N00004961,866597
N00004981,2003162
N00005004,41870
N00005026,2500
N00005090,631153
N00005105,776715
N00005157,1000
N00005178,253001
N00005181,629863
N00005195,1621437
N00005218,280482
N00005233,1030939
N00005244,89793
N00005255,601745
N00005282,3039469
N00005285,2653427
N00005301,172475
N00005321,986056
N00005329,341815
N00005353,375501
N00005395,6615143
N00005399,1316361
N00005407,339531
N00005414,619058
N00005425,500
N00005455,821819
N00005559,330735
N00005582,1791500
N00005601,86540
N00005645,520045
N00005656,1371166
N00005675,251127
N00005681,783907
N00005794,1161902
N00005818,304202
N00005870,852857
N00005883,575702
N00005892,1000
N00005906,414343
N00005928,2431632
N00005960,616612
N00005985,28308
N00005998,382725
N00006008,369602
N00006023,476393
N00006052,185679
N00006067,445998
N00006103,79100
N00006134,545699
N00006163,1000
N00006173,495103
N00006182,8087020
N00006204,5000
N00006236,1493855
N00006242,54999
N00006246,3000
N00006249,1329624
N00006263,426699
N00006267,361867
N00006288,891426
N00006347,392910
N00006349,676555
N00006397,597333
N00006406,153892
N00006423,204395
N00006424,49200007
N00006425,1769992
N00006455,8102
N00006456,230329
N00006460,834879
N00006515,1044286
N00006517,21311
N00006518,48651
N00006546,760212
N00006561,1913603
N00006619,84250
N00006671,348047
N00006690,181486
N00006692,709904
N00006750,363973
N00006789,244496
N00006811,26500
N00006863,524234
N00006882,549394
N00006897,524536
N00006932,616570
N00006954,301144
N00006981,409423
N00006983,117275
N00007017,440537
N00007033,494822
N00007068,549152
N00007087,455799
N00007089,679825
N00007099,410940
N00007124,5000
N00007151,157262
N00007216,99
N00007231,183098
N00007232,502230
N00007248,640884
N00007312,473097
N00007335,826322
N00007360,1607469
N00007364,117800
N00007382,110605
N00007390,663776
N00007397,623752
N00007419,885922
N00007422,908822
N00007447,29544
N00007458,320611
N00007479,491108
N00007507,350705
N00007516,5066
N00007539,430301
N00007556,163671
N00007571,15
N00007581,180289
N00007584,673689
N00007632,17500
N00007635,7800
N00007653,71682
N00007665,710635
N00007690,720967
N00007700,399005
N00007724,191377
N00007727,705529
N00007730,2158
N00007781,487913
N00007815,18731184
N00007833,394443
N00007836,12144
N00007876,981897
N00007918,599791
N00007936,428093
N00007982,28826
N00007992,4537
N00007997,4039444
N00007999,1603337
N00008006,4000
N00008028,636567
N00008032,317755
N00008046,288324
N00008051,7862956
N00008071,15560925
N00008086,1677043
N00008091,942700
N00008092,1043205
N00008094,492513
N00008113,1526135
N00008122,380738
N00008144,620970
N00008188,165052
N00008264,587311
N00008274,624616
N00008619,501684
N00008661,500
N00008758,336103
N00008799,572975
N00008916,8674
N00008954,272073
N00009082,14000
N00009154,651580
N00009157,295352
N00009570,1144701
N00009571,1188671
N00009573,164838
N00009585,476494
N00009586,568413
N00009604,234700
N00009608,16251
N00009614,1154740
N00009618,981794
N00009635,1028546
N00009637,5000
N00009638,184687703
N00009659,383008
N00009660,376086
N00009668,848888
N00009670,35015
N00009677,265775
N00009699,1167140
N00009715,513277
N00009719,34377
N00009724,398371
N00009738,587382
N00009753,1430977
N00009759,751087
N00009771,1786518
N00009774,1072573
N00009775,669842
N00009795,427341
N00009799,250
N00009816,250183
N00009817,164540
N00009818,894189
N00009821,4500
N00009824,411821
N00009828,1784533
N00009829,342751
N00009869,223200
N00009888,1695876
N00009908,995965
N00009918,412855
N00009920,566707
N00009922,1705434
N00009926,333706
N00009941,2000
N00009957,2345
N00009975,1478040
N00010084,2109040
N00010953,2500
N00011971,475409
N00012233,1391764
N00012454,10015
N00012457,533118
N00012460,458554
N00012508,239150
N00012539,1778349
N00012560,2338635
N00012586,9076
N00012604,16458
N00012611,405151
N00012672,1947097
N00012739,212811
N00012772,1000
N00012775,29702
N00012812,15800
N00012869,200
N00012890,257533
N00012942,412105
N00013032,7022
N00013078,62500
N00013103,6489
N00013131,2015801
N00013232,12500
N00013323,1669879
N00013345,548625
N00013360,100
N00013744,167310
N00013770,464450
N00013799,242827
N00013808,677660
N00013817,274199
N00013820,984417
N00013823,1973474
N00013837,630913
N00013846,184544
N00013847,637377
N00013855,363748
N00013857,13800
N00013869,575275
N00013870,14757723
N00013873,268406
N00013874,2500
N00014035,57104
N00022802,3593
N00024753,244634
N00024759,567866
N00024760,394487
N00024770,592975
N00024773,831560
N00024777,400381
N00024790,8999969
N00024809,393373
N00024813,1236638
N00024821,338907
N00024842,930749
N00024851,1656280
N00024852,3374830
N00024862,890256
N00024866,47850
N00024867,911860
N00024870,349998
N00024871,1262815
N00024874,647989
N00024875,1788774
N00024894,1459826
N00024898,500
N00024922,577191
N00024931,98048
N00024978,569564
N00024992,972949
N00025025,1207852
N00025026,2300
N00025054,2566286
N00025059,1291059
N00025093,455190
N00025095,366954
N00025104,500
N00025139,37
N00025175,340521
N00025219,727669
N00025237,371740
N00025261,653331
N00025269,250
N00025280,668017
N00025284,332030
N00025292,170349
N00025314,10826
N00025330,398710
N00025335,150
N00025337,1098422
N00025357,2600
N00025413,530904
N00025443,10000
N00025450,156500
N00025464,296037
N00025477,3500
N00025482,539005
N00025495,902029
N00025547,9700
N00025597,2730
N00025683,500
N00025692,1014437
N00025726,451700
N00025766,500
N00025867,1000
N00025882,100
N00026041,481384
N00026043,534966
N00026050,290206
N00026062,2005
N00026080,1337098
N00026087,1142480
N00026106,971193
N00026148,180408
N00026160,783920
N00026163,337241
N00026165,675
N00026166,336273
N00026169,1500
N00026171,719726
N00026187,55000
N00026215,500
N00026221,2500
N00026233,1162
N00026258,92031
N00026259,58731
N00026264,19475
N00026271,11000
N00026274,4898
N00026314,630139
N00026322,645
N00026341,570942
N00026359,1000
N00026368,2160286
N00026417,131125
N00026418,1
N00026425,314470
N00026431,749576
N00026434,1147945
N00026449,2350
N00026457,264739
N00026460,627438
N00026481,860200
N00026521,5000
N00026525,2000
N00026546,85690
N00026557,121479
N00026586,1127135
N00026591,527984
N00026595,693303
N00026597,500
N00026619,352
N00026627,681993
N00026631,179834
N00026632,4494
N00026638,1500
N00026641,73474
N00026643,856508
N00026651,500
N00026658,400
N00026660,23572
N00026686,296695
N00026702,1812
N00026710,446219
N00026720,1927
N00026722,1000
N00026748,333098
N00026751,2000
N00026786,13500
N00026790,351320
N00026818,5500
N00026823,2199737
N00026829,540748
N00026840,976828
N00026841,5996
N00026862,7050
N00026885,1556672
N00026892,1037311
N00026914,417029
N00026926,2361331
N00026931,1000
N00026940,50300
N00026942,8000
N00026961,284801
N00026987,1000
N00027019,32374
N00027021,107442
N00027035,568139
N00027048,930291
N00027060,406076
N00027074,3000
N00027096,5000
N00027229,4296
N00027239,436544
N00027281,1396092
N00027286,2130
N00027441,533651
N00027443,1000
N00027459,552947
N00027462,321294
N00027464,658998
N00027465,8670
N00027467,1045080
N00027493,1135404
N00027500,327880
N00027502,2000
N00027503,286910
N00027510,846489
N00027514,305402
N00027515,1276810
N00027522,909487
N00027523,342507
N00027526,591749
N00027527,853
N00027533,194312
N00027535,2000
N00027537,9100
N00027545,16758
N00027548,533517
N00027550,1471965
N00027551,10000
N00027552,8200
N00027558,795781
N00027564,900
N00027565,371826
N00027566,1124392
N00027567,36500
N00027575,999137
N00027577,23000
N00027579,88
N00027581,5000
N00027583,1194967
N00027594,1365616
N00027600,2109033
N00027601,12880
N00027605,305592
N00027618,2417557
N00027623,411758
N00027626,710418
N00027631,26546
N00027632,1000
N00027633,640
N00027642,7500
N00027644,866294
N00027647,22163
N00027653,2700
N00027655,966921
N00027658,1266173
N00027662,500
N00027664,1652835
N00027667,29767
N00027669,500
N00027675,500
N00027681,1255
N00027689,486
N00027694,508612
N00027703,1646810
N00027707,2500
N00027714,5299
N00027719,7000
N00027731,119928
N00027740,19661
N00027741,595662
N00027742,40122
N00027746,16179
N00027751,188737
N00027753,3372
N00027757,966649
N00027759,158807
N00027763,436555
N00027769,18074
N00027770,6000
N00027778,2502678
N00027780,1000
N00027781,260291
N00027785,4500
N00027787,11260
N00027793,834288
N00027796,400
N00027797,600
N00027798,55037
N00027802,2000
N00027804,1518140
N00027805,253
N00027808,1000
N00027810,7000
N00027820,790230
N00027823,3491
N00027827,3000
N00027829,1394456
N00027841,2500
N00027848,252843
N00027860,20822
N00027866,891662
N00027867,1000
N00027873,11059
N00027874,5000
N00027877,2000
N00027884,2322757
N00027888,759437
N00027890,1057354
N00027891,1303204
N00027894,400070
N00027901,478260
N00027902,1269263
N00027908,33606
N00027930,1000
N00027966,126
N00027968,106595
N00027970,750
N00027972,249095
N00027975,1000
N00027990,13886
N00028006,1590
N00028010,6000
N00028022,16875
N00028030,250
N00028045,14279
N00028049,1089050
N00028054,1160
N00028058,205211
N00028073,745996
N00028090,41
N00028091,2098550
N00028118,65858
N00028132,20619
N00028133,350514
N00028137,2000
N00028139,500659
N00028152,514012
N00028161,757
N00028162,1596643
N00028173,1000
N00028183,550
N00028202,1500
N00028218,250
N00028224,10000
N00028228,3000
N00028234,553648
N00028248,250
N00028249,1724819
N00028257,350597
N00028266,10
N00028291,26701
N00028294,2334
N00028296,4630
N00028297,227
N00028305,300
N00028311,5137
N00028333,24100
N00028337,1000
N00028361,3000
N00028402,1100
N00028410,5500
N00028411,161
N00028413,1250
N00028418,793823
N00028433,6421
N00028444,489
N00028456,4000
N00028463,33186
N00028489,110639
N00028494,1000
N00028514,400
N00028541,18612
N00028554,1000
N00028562,250
N00028570,5274
N00028591,26825
N00028595,5000
N00028599,24166
N00028600,20
N00028636,3200
N00028662,2000
N00028675,12000
N00028703,12189
N00028758,4852
N00028769,700
N00028843,1772
N00028844,45769
N00028859,1313684
N00028861,5600
N00028925,5000
N00028929,46459
N00028933,39724
N00028946,10639
N00028948,50
N00028957,5000
N00028958,180632
N00028959,45787
N00028961,422995
N00028975,1000
N00028977,2500
N00028978,1000
N00028983,1055079
N00028984,10000
N00028985,257592
N00028986,336683
N00028988,7950
N00028990,7250
N00028991,7720
N00029016,9678003
N00029017,36967
N00029018,637269
N00029019,33000
N00029021,1700
N00029024,42000
N00029026,1091055
N00029027,30175
N00029028,7500
N00029034,209900
N00029044,9150
N00029049,11800
N00029050,282547
N00029053,2500
N00029054,36900
N00029056,5000
N00029063,50
N00029065,1500
N00029066,5000
N00029067,7750
N00029069,17845
N00029070,909474
N00029071,528850
N00029072,2300
N00029074,1500
N00029076,29637
N00029077,834781
N00029078,1000
N00029079,150
N00029082,21510
N00029084,2500
N00029085,184375
N00029099,30500
N00029101,27000
N00029105,3165
N00029107,4638
N00029109,637548
N00029112,917357
N00029113,156472
N00029118,16550
N00029121,4800
N00029125,354169
N00029126,10800
N00029127,80637
N00029128,2167460
N00029130,14909
N00029131,33471
N00029133,382018
N00029135,10300
N00029136,395
N00029137,11103
N00029139,2810682
N00029140,43550
N00029141,9725
N00029142,795781
N00029143,4500
N00029144,258349
N00029146,1618753
N00029147,1477413
N00029148,210438
N00029149,25330
N00029150,7300
N00029151,1437078
N00029152,5000
N00029154,1000
N00029157,297516
N00029159,10500
N00029160,5000
N00029161,1657871
N00029162,1514822
N00029164,72736
N00029165,250
N00029166,7706
N00029167,29678
N00029168,29526
N00029169,237738
N00029170,44500
N00029173,3750
N00029174,22500
N00029175,2000
N00029177,35304
N00029189,70
N00029195,39776
N00029197,22422
N00029202,17343
N00029203,10000
N00029204,9000
N00029205,121714
N00029206,5550
N00029211,2264064
N00029218,4800
N00029219,53499
N00029220,1000
N00029221,5500
N00029224,115584
N00029226,500
N00029227,6500
N00029229,75841
N00029230,1455
N00029231,8605
N00029232,7824
N00029234,1125
N00029235,4000
N00029237,4000
N00029238,113931
N00029249,124500
N00029250,397574
N00029254,2101
N00029258,380010
N00029259,5000
N00029260,1361009
N00029263,54071
N00029264,182
N00029265,500
N00029268,62600
N00029272,22257
N00029273,619320
N00029274,11528
N00029275,172369
N00029277,1286640
N00029278,6261
N00029282,6000
N00029283,5850
N00029284,15800
N00029285,875993
N00029289,3200
N00029290,549306
N00029302,395719
N00029303,7655831
N00029305,2300
N00029306,228691
N00029307,2500
N00029310,8000
N00029311,100
N00029312,569210
N00029314,21
N00029318,5000
N00029321,109729
N00029322,750
N00029327,3208140
N00029328,3489
N00029330,34400
N00029331,231183
N00029332,1543461
N00029333,119107
N00029334,855096
N00029337,27071
N00029338,1000
N00029339,444820
N00029353,35750
N00029354,5534
N00029357,968
N00029359,3
N00029363,866704
N00029364,2500
N00029365,5046
N00029366,2500
N00029368,94180
N00029369,17010
N00029370,1222965
N00029371,20509
N00029373,142
N00029374,1000
N00029375,33750
N00029377,1589919
N00029380,7750
N00029381,26129
N00029382,5000
N00029387,500
N00029389,207038
N00029390,33745
N00029391,1554681
N00029392,2508207
N00029393,13250
N00029394,22359
N00029397,2000
N00029399,275842
N00029400,13000
N00029402,1656885
N00029404,23919
N00029405,30000
N00029406,5500
N00029412,704062
N00029414,1764512
N00029416,104294
N00029418,6000
N00029420,8250
N00029421,1000
N00029424,34374
N00029426,100
N00029435,750
N00029439,2673
N00029441,936022
N00029443,1003
N00029444,1615882
N00029445,26400
N00029449,1000
N00029450,209990
N00029459,686207
N00029461,957244
N00029462,127155
N00029466,1000
N00029467,2325
N00029471,1602
N00029472,1000
N00029473,250
N00029478,14300
N00029479,12842
N00029494,51748
N00029495,84068
N00029498,3000
N00029500,70
N00029501,191994
N00029511,165076
N00029513,1581946
N00029515,25500
N00029516,23550
N00029517,4250
N00029520,1000
N00029527,1044
N00029530,51108
N00029531,14097
N00029534,1000
N00029538,2500
N00029539,4000
N00029542,2000
N00029543,5300
N00029545,1774612
N00029546,125987
N00029547,13750
N00029548,1000
N00029549,3
N00029550,1500
N00029554,27247
N00029555,8393
N00029556,796660
N00029559,5000
N00029560,5000
N00029562,480487
N00029564,10564
N00029565,4750
N00029566,12500
N00029568,19046
N00029570,23540
N00029572,39654
N00029574,2107738
N00029577,125178
N00029579,92534
N00029582,4250
N00029584,400
N00029586,177083
N00029590,93654
N00029611,900
N00029612,954
N00029615,5000
N00029617,8899127
N00029621,2000
N00029625,2000
N00029629,2044
N00029630,34566
N00029631,1000
N00029632,182437
N00029633,9110
N00029636,4200
N00029637,277
N00029638,250
N00029641,20592
N00029646,3000
N00029649,383576
N00029653,81740
N00029658,40600
N00029660,7500
N00029662,436498
N00029663,1900451
N00029665,5000
N00029667,2000
N00029669,250
N00029671,10100
N00029672,1000
N00029674,7840
N00029675,880837
N00029676,1096945
N00029678,3451
N00029679,620380
N00029680,3776319
N00029681,6250
N00029684,5000
N00029685,52015
N00029686,34852
N00029688,8003
N00029690,2750
N00029692,3397498
N00029693,95000
N00029695,12500
N00029696,37530
N00029698,500
N00029701,2000
N00029703,623900
N00029707,500
N00029708,1353761
N00029709,15000
N00029711,42590
N00029715,79735
N00029720,2000
N00029721,188108
N00029722,500
N00029724,13151
N00029728,138
N00029730,200
N00029731,31
N00029734,1000
N00029735,27234
N00029736,328034
N00029737,34746
N00029738,5800
N00029739,500
N00029740,75916
N00029741,222414
N00029743,219417
N00029744,9963
N00029751,2000
N00029757,1020
N00029759,4500
N00029765,3000
N00029766,2000
N00029770,298889
N00029772,4500
N00029774,250
N00029777,250
N00029778,4544
N00029783,3000
N00029784,1081043
N00029785,20672
N00029787,2000
N00029788,625681
N00029789,15900
N00029806,1106505
N00029807,385
N00029809,21317
N00029810,5806638
N00029812,51000
N00029816,5000
N00029820,15300
N00029822,2414995
N00029824,7500
N00029826,46134
N00029828,46000
N00029833,1326
N00029834,1000
N00029835,1960748
N00029836,3000
N00029837,1250
N00029838,1503409
N00029844,86
N00029846,66008
N00029847,23550
N00029848,258072
N00029849,1500
N00029851,2000
N00029853,7000
N00029855,7500
N00029856,2000
N00029864,15003
N00029865,5000
N00029866,2300
N00029867,17500
N00029868,3300
N00029869,3025
N00029870,168365
N00029871,12975
N00029872,1000
N00029874,1000
N00029875,1500
N00029879,10000
N00029880,21024
N00029881,8117
N00029883,25146
N00029884,250
N00029886,38416
N00029891,1886939
N00029893,272
N00029894,100
N00029895,437396
N00029896,1000
N00029901,1034005
N00029905,15626
N00029907,4500
N00029908,1037588
N00029910,12907
N00029912,115568
N00029914,1000
N00029916,500
N00029917,1525644
N00029926,1331
N00029939,100
N00029940,15000
N00029941,4300
N00029947,25
N00029950,4000
N00029965,293
N00029970,8268
N00029971,29542
N00029973,100
N00029976,3
N00029977,24000
N00029981,2000
N00029982,29808
N00029986,19500
N00029987,5408
N00029988,42833
N00029989,140482
N00029992,680
N00029995,838574
N00029996,293006
N00030003,10000
N00030008,1000
N00030011,2227493
N00030012,17000
N00030013,35191
N00030014,6781
N00030017,7800
N00030018,750
N00030019,2000
N00030023,8500
N00030025,31195
N00030026,779473
N00030030,1003
N00030033,6750
N00030037,1725
N00030038,11500
N00030041,4250
N00030051,7160
N00030052,1625
N00030055,7000
N00030056,17000
N00030059,1500
N00030060,142472
N00030062,1000
N00030071,802224
N00030076,1000
N00030077,250
N00030079,15467
N00030083,46500
N00030085,6500
N00030086,1000
N00030087,5985
N00030090,2372
N00030096,25250
N00030098,18322
N00030102,1000
N00030103,3000
N00030104,22249
N00030120,7585
N00030136,1250
N00030140,6250
N00030142,28777
N00030145,2800
N00030147,84000
N00030148,10147
N00030155,50600
N00030156,250
N00030159,7000
N00030163,5000
N00030165,84975
N00030168,6671350
N00030171,1372
N00030178,2000
N00030179,4000
N00030181,10133
N00030184,10250
N00030185,11797
N00030187,3348
N00030188,545
N00030189,8629
N00030190,2500
N00030191,1827937
N00030193,2500
N00030195,5000
N00030196,305041
N00030197,132300
N00030198,919484
N00030199,3000
N00030211,1000
N00030216,41726
N00030229,1000
N00030231,681
N00030234,12404
N00030237,7418
N00030245,724476
N00030246,108240
N00030247,6000
N00030248,8000
N00030249,282654
N00030252,17148
N00030267,596701
N00030270,2000
N00030273,54
N00030274,23000
N00030292,966
N00030310,400
N00030311,1000
N00030334,70
N00030335,100
N00030336,70
N00030338,1000
N00030339,109224
N00030340,150
N00030396,7500
N00030411,2000
N00030417,1000
N00030426,14617
N00030490,195610
N00030510,500
N00030515,30816
N00030527,3000
N00030542,7000
N00030551,6614
N00030577,1000
N00030588,5000
N00030592,13000
N00030593,4370
N00030603,6000
